nameWithOwner,url,createdAt,updatedAt,repo_age_days,last_update_days_ago,primaryLanguage,issues_total,closed_issues_total,closed_issues_ratio,merged_pull_requests,releases_total,stargazers,forks
pathwaycom/llm-app,https://github.com/pathwaycom/llm-app,2023-07-19T08:43:37Z,2026-02-27T19:58:09Z,954,0,Jupyter Notebook,18,13,0.7222222222222222,49,0,56283,1359
remix-run/react-router,https://github.com/remix-run/react-router,2014-05-16T22:22:51Z,2026-02-27T18:36:17Z,4305,0,TypeScript,8309,8195,0.9862799374172584,3411,326,56268,10823
ageitgey/face_recognition,https://github.com/ageitgey/face_recognition,2017-03-03T21:52:39Z,2026-02-27T13:12:22Z,3283,0,Python,1378,598,0.4339622641509434,94,2,56153,13708
meilisearch/meilisearch,https://github.com/meilisearch/meilisearch,2018-04-23T11:45:28Z,2026-02-27T21:59:43Z,2867,0,Rust,2392,2163,0.9042642140468228,2330,298,56113,2391
dani-garcia/vaultwarden,https://github.com/dani-garcia/vaultwarden,2018-02-17T22:40:20Z,2026-02-27T22:16:08Z,2931,0,Rust,2561,2551,0.9960952752830925,1079,78,56008,2582
gatsbyjs/gatsby,https://github.com/gatsbyjs/gatsby,2015-05-21T22:43:05Z,2026-02-27T10:21:54Z,3934,0,JavaScript,14130,13914,0.9847133757961783,18243,158,55952,10227
pi-hole/pi-hole,https://github.com/pi-hole/pi-hole,2014-06-08T15:02:55Z,2026-02-27T21:59:15Z,4282,0,Shell,3125,3093,0.98976,2169,123,55906,2994
rust-unofficial/awesome-rust,https://github.com/rust-unofficial/awesome-rust,2014-07-17T10:45:10Z,2026-02-27T21:59:52Z,4243,0,Rust,143,133,0.9300699300699301,1684,0,55868,3183
azl397985856/leetcode,https://github.com/azl397985856/leetcode,2018-03-30T09:13:51Z,2026-02-27T18:26:53Z,2891,0,JavaScript,256,248,0.96875,257,40,55821,9450
rclone/rclone,https://github.com/rclone/rclone,2014-03-16T16:19:57Z,2026-02-27T21:37:04Z,4366,0,Go,5962,5033,0.844179805434418,2303,121,55769,4937
Textualize/rich,https://github.com/Textualize/rich,2019-11-10T15:28:09Z,2026-02-27T22:18:43Z,2301,0,Python,1478,1263,0.854533152909337,860,175,55633,2050
wasabeef/awesome-android-ui,https://github.com/wasabeef/awesome-android-ui,2014-12-24T01:45:03Z,2026-02-27T18:48:35Z,4083,0,,115,94,0.8173913043478261,90,0,55522,10267
golang-standards/project-layout,https://github.com/golang-standards/project-layout,2017-09-09T16:33:26Z,2026-02-27T22:06:44Z,3093,0,Makefile,115,44,0.3826086956521739,94,0,55447,5439
tiimgreen/github-cheat-sheet,https://github.com/tiimgreen/github-cheat-sheet,2014-04-12T16:38:42Z,2026-02-27T20:05:01Z,4339,0,,74,49,0.6621621621621622,129,0,55399,5401
RVC-Boss/GPT-SoVITS,https://github.com/RVC-Boss/GPT-SoVITS,2024-01-14T18:05:21Z,2026-02-27T21:14:23Z,775,0,Python,2006,1232,0.6141575274177468,355,4,55353,6041
AntonOsika/gpt-engineer,https://github.com/AntonOsika/gpt-engineer,2023-04-29T12:52:15Z,2026-02-27T21:08:50Z,1035,0,Python,501,470,0.93812375249501,351,21,55209,7316
Mintplex-Labs/anything-llm,https://github.com/Mintplex-Labs/anything-llm,2023-06-04T02:29:14Z,2026-02-27T22:08:53Z,999,0,JavaScript,3187,2918,0.9155946030749922,1287,24,55132,5955
opendatalab/MinerU,https://github.com/opendatalab/MinerU,2024-02-29T08:52:34Z,2026-02-27T19:34:34Z,729,0,Python,2082,1898,0.9116234390009607,1314,143,55124,4569
Z4nzu/hackingtool,https://github.com/Z4nzu/hackingtool,2020-04-11T09:21:31Z,2026-02-27T22:16:56Z,2148,0,Python,392,322,0.8214285714285714,57,0,55117,6010
deepfakes/faceswap,https://github.com/deepfakes/faceswap,2017-12-19T09:44:13Z,2026-02-27T14:31:23Z,2992,0,Python,898,896,0.9977728285077951,363,5,54988,13417
appwrite/appwrite,https://github.com/appwrite/appwrite,2019-04-08T16:36:25Z,2026-02-27T20:17:15Z,2517,0,TypeScript,4289,3746,0.8733970622522732,4429,120,54971,5022
microsoft/autogen,https://github.com/microsoft/autogen,2023-08-18T11:43:45Z,2026-02-27T21:41:15Z,924,0,Python,2934,2494,0.8500340831629175,2534,98,54939,8267
FoundationAgents/OpenManus,https://github.com/FoundationAgents/OpenManus,2025-03-06T14:08:14Z,2026-02-27T21:39:50Z,358,0,Python,741,388,0.5236167341430499,115,3,54765,9569
starship/starship,https://github.com/starship/starship,2019-04-02T03:23:12Z,2026-02-27T21:23:11Z,2523,0,Rust,2628,1852,0.7047184170471842,3052,138,54438,2388
lencx/ChatGPT,https://github.com/lencx/ChatGPT,2022-12-07T09:43:02Z,2026-02-27T17:39:37Z,1178,0,Rust,1252,368,0.2939297124600639,123,34,54382,6207
docling-project/docling,https://github.com/docling-project/docling,2024-07-09T07:50:26Z,2026-02-27T22:03:02Z,598,0,Python,1623,810,0.49907578558225507,730,154,54353,3663
ElemeFE/element,https://github.com/ElemeFE/element,2016-09-03T06:19:26Z,2026-02-27T06:46:33Z,3464,0,Vue,17894,15249,0.8521850899742931,3231,145,54203,14560
marktext/marktext,https://github.com/marktext/marktext,2017-11-12T16:05:25Z,2026-02-27T19:53:42Z,3029,0,JavaScript,2998,1654,0.5517011340893929,941,36,54074,4000
affaan-m/everything-claude-code,https://github.com/affaan-m/everything-claude-code,2026-01-18T00:51:51Z,2026-02-27T22:26:25Z,40,0,JavaScript,118,110,0.9322033898305084,79,9,54032,6691
maybe-finance/maybe,https://github.com/maybe-finance/maybe,2024-01-01T22:23:46Z,2026-02-27T21:16:41Z,788,0,Ruby,0,0,,1073,28,54003,5280
go-gitea/gitea,https://github.com/go-gitea/gitea,2016-11-01T02:13:26Z,2026-02-27T22:23:30Z,3405,0,Go,15420,12805,0.8304150453955902,18488,224,53941,6403
karpathy/nanoGPT,https://github.com/karpathy/nanoGPT,2022-12-28T00:51:12Z,2026-02-27T22:18:41Z,1157,0,Python,353,114,0.32294617563739375,45,0,53872,9118
psf/requests,https://github.com/psf/requests,2011-02-13T18:38:17Z,2026-02-27T17:54:35Z,5493,0,Python,4124,3939,0.9551406401551892,1614,14,53842,9760
necolas/normalize.css,https://github.com/necolas/normalize.css,2011-05-04T10:20:25Z,2026-02-27T19:10:09Z,5413,0,CSS,517,470,0.9090909090909091,56,0,53752,10472
ultralytics/ultralytics,https://github.com/ultralytics/ultralytics,2022-09-11T16:39:45Z,2026-02-27T21:20:26Z,1265,0,Python,12468,12324,0.9884504331087585,4220,346,53701,10298
laurent22/joplin,https://github.com/laurent22/joplin,2017-01-16T21:49:41Z,2026-02-27T21:42:19Z,3329,0,TypeScript,7741,7151,0.9237824570468932,5190,399,53654,5844
facebookresearch/segment-anything,https://github.com/facebookresearch/segment-anything,2023-03-23T17:03:03Z,2026-02-27T20:11:32Z,1072,0,Jupyter Notebook,717,182,0.25383542538354253,16,0,53522,6255
wagoodman/dive,https://github.com/wagoodman/dive,2018-05-13T15:44:01Z,2026-02-27T18:20:00Z,2847,0,Go,373,205,0.5495978552278821,164,28,53433,1949
romkatv/powerlevel10k,https://github.com/romkatv/powerlevel10k,2019-02-24T19:09:45Z,2026-02-27T22:05:35Z,2560,0,Shell,2602,2488,0.9561875480399693,168,33,53116,2400
vuejs/core,https://github.com/vuejs/core,2018-06-12T13:49:36Z,2026-02-27T17:41:32Z,2817,0,TypeScript,5951,5299,0.8904385817509662,3619,268,53084,9054
ngosang/trackerslist,https://github.com/ngosang/trackerslist,2016-04-24T11:57:57Z,2026-02-27T19:14:42Z,3596,0,,508,501,0.9862204724409449,1,0,53045,6649
google/material-design-icons,https://github.com/google/material-design-icons,2014-10-08T18:01:28Z,2026-02-27T22:08:07Z,4160,0,,1561,1177,0.7540038436899423,50,16,52921,9727
mozilla/pdf.js,https://github.com/mozilla/pdf.js,2011-04-26T06:32:03Z,2026-02-27T22:14:32Z,5421,0,JavaScript,10415,9986,0.9588094095055208,8429,82,52893,10585
unslothai/unsloth,https://github.com/unslothai/unsloth,2023-11-29T16:50:09Z,2026-02-27T21:46:43Z,821,0,Python,2957,2101,0.7105174163003044,756,23,52832,4388
firstcontributions/first-contributions,https://github.com/firstcontributions/first-contributions,2016-09-20T14:35:09Z,2026-02-27T22:13:18Z,3447,0,,1364,1312,0.9618768328445748,94146,0,52751,98771
WerWolv/ImHex,https://github.com/WerWolv/ImHex,2020-11-10T14:27:00Z,2026-02-27T20:50:21Z,1935,0,C++,1553,1252,0.8061815840309079,721,82,52720,2338
JetBrains/kotlin,https://github.com/JetBrains/kotlin,2012-02-13T17:29:58Z,2026-02-27T21:58:20Z,5128,0,Kotlin,0,0,,2131,283,52391,6232
ionic-team/ionic-framework,https://github.com/ionic-team/ionic-framework,2013-08-20T23:06:02Z,2026-02-27T16:33:29Z,4573,0,TypeScript,22137,21538,0.9729412296155757,6508,929,52380,13391
Zie619/n8n-workflows,https://github.com/Zie619/n8n-workflows,2025-05-14T08:43:59Z,2026-02-27T21:30:46Z,289,0,Python,96,80,0.8333333333333334,34,1,52260,6676
sickcodes/Docker-OSX,https://github.com/sickcodes/Docker-OSX,2020-06-04T11:01:37Z,2026-02-27T21:35:29Z,2094,0,Shell,681,287,0.42143906020558003,109,0,52220,2904
cloudcommunity/Free-Certifications,https://github.com/cloudcommunity/Free-Certifications,2020-07-31T10:26:19Z,2026-02-27T22:26:18Z,2037,0,,64,19,0.296875,115,0,52009,3463
TryGhost/Ghost,https://github.com/TryGhost/Ghost,2013-05-04T11:09:13Z,2026-02-27T21:39:20Z,4682,0,JavaScript,7217,7152,0.9909934875987252,15615,950,51924,11342
prettier/prettier,https://github.com/prettier/prettier,2016-11-29T17:13:37Z,2026-02-27T19:03:40Z,3377,0,JavaScript,7175,5979,0.8333101045296167,9640,134,51697,4663
PowerShell/PowerShell,https://github.com/PowerShell/PowerShell,2016-01-13T23:41:35Z,2026-02-27T21:00:32Z,3697,0,C#,13314,12129,0.9109959441189726,8057,193,51673,8194
typst/typst,https://github.com/typst/typst,2019-09-24T21:41:56Z,2026-02-27T21:59:14Z,2348,0,Rust,4044,2951,0.7297230464886251,2219,27,51652,1483
microsoft/ai-agents-for-beginners,https://github.com/microsoft/ai-agents-for-beginners,2024-11-28T10:42:52Z,2026-02-27T20:34:56Z,456,0,Jupyter Notebook,86,86,1.0,317,0,51650,18092
etcd-io/etcd,https://github.com/etcd-io/etcd,2013-07-06T21:57:21Z,2026-02-27T14:08:49Z,4619,0,Go,7119,7005,0.9839865149599663,10194,272,51580,10330
xai-org/grok-1,https://github.com/xai-org/grok-1,2024-03-17T08:53:38Z,2026-02-27T21:54:47Z,712,0,Python,0,0,,5,0,51519,8492
google/guava,https://github.com/google/guava,2014-05-29T16:23:17Z,2026-02-27T21:20:31Z,4292,0,Java,3647,3029,0.8305456539621607,1183,57,51479,11146
2dust/v2rayNG,https://github.com/2dust/v2rayNG,2019-05-15T02:15:31Z,2026-02-27T21:57:34Z,2480,0,Kotlin,3684,3679,0.998642779587405,539,280,51456,6978
jekyll/jekyll,https://github.com/jekyll/jekyll,2008-10-20T06:29:03Z,2026-02-27T20:32:48Z,6339,0,Ruby,4923,4798,0.9746089782652854,3197,112,51409,10298
vsouza/awesome-ios,https://github.com/vsouza/awesome-ios,2014-07-10T16:03:45Z,2026-02-27T18:48:29Z,4250,0,Swift,492,490,0.9959349593495935,2240,0,51406,6952
termux/termux-app,https://github.com/termux/termux-app,2015-10-23T09:42:46Z,2026-02-27T21:52:39Z,3780,0,Java,3022,2590,0.85704831237591,177,95,51233,6096
Semantic-Org/Semantic-UI,https://github.com/Semantic-Org/Semantic-UI,2013-04-08T23:32:04Z,2026-02-27T09:31:42Z,4707,0,JavaScript,6235,5269,0.8450681635926223,356,154,51137,4906
coollabsio/coolify,https://github.com/coollabsio/coolify,2021-01-25T20:54:01Z,2026-02-27T21:44:36Z,1859,0,PHP,3444,2877,0.8353658536585366,2288,665,51132,3695
chinese-poetry/chinese-poetry,https://github.com/chinese-poetry/chinese-poetry,2016-09-02T03:32:25Z,2026-02-27T17:31:41Z,3465,0,JavaScript,213,92,0.431924882629108,137,1,51001,10316
DefinitelyTyped/DefinitelyTyped,https://github.com/DefinitelyTyped/DefinitelyTyped,2012-10-05T16:39:45Z,2026-02-27T19:03:41Z,4893,0,TypeScript,8109,7542,0.93007769145394,52931,1,50993,30560
agalwood/Motrix,https://github.com/agalwood/Motrix,2018-12-18T11:45:05Z,2026-02-27T18:25:18Z,2628,0,JavaScript,1354,597,0.44091580502215655,192,21,50923,4824
ethereum/go-ethereum,https://github.com/ethereum/go-ethereum,2013-12-26T13:05:46Z,2026-02-27T13:43:02Z,4446,0,Go,8632,8444,0.9782205746061168,8757,227,50867,21813
justjavac/awesome-wechat-weapp,https://github.com/justjavac/awesome-wechat-weapp,2016-09-22T20:04:48Z,2026-02-27T16:16:37Z,3445,0,,0,0,,278,0,50546,9016
poteto/hiring-without-whiteboards,https://github.com/poteto/hiring-without-whiteboards,2017-03-15T05:09:01Z,2026-02-27T20:15:33Z,3271,0,JavaScript,0,0,,1309,0,50466,3886
