nameWithOwner,url,createdAt,updatedAt,repo_age_days,last_update_days_ago,primaryLanguage,issues_total,closed_issues_total,closed_issues_ratio,merged_pull_requests,releases_total,stargazers,forks
vercel/swr,https://github.com/vercel/swr,2019-10-28T18:16:01Z,2026-02-27T18:21:30Z,2314,0,TypeScript,973,831,0.8540596094552929,816,126,32327,1319
cursor/cursor,https://github.com/cursor/cursor,2023-03-12T00:19:42Z,2026-02-27T12:44:13Z,1083,0,,0,0,,47,0,32326,2206
k3s-io/k3s,https://github.com/k3s-io/k3s,2018-05-31T01:37:46Z,2026-02-27T21:18:44Z,2829,0,Go,7368,7256,0.9847991313789359,4458,953,32294,2603
aquasecurity/trivy,https://github.com/aquasecurity/trivy,2019-04-11T01:01:07Z,2026-02-27T20:58:34Z,2514,0,Go,3026,2863,0.9461335095836088,3485,179,32288,2977
lizongying/my-tv,https://github.com/lizongying/my-tv,2023-12-04T12:18:39Z,2026-02-27T17:24:48Z,816,0,C,921,777,0.8436482084690554,11,72,32270,3624
chen08209/FlClash,https://github.com/chen08209/FlClash,2023-08-15T07:47:22Z,2026-02-27T21:34:54Z,927,0,Dart,1603,997,0.6219588271990019,2,102,32264,1959
glanceapp/glance,https://github.com/glanceapp/glance,2024-04-27T18:55:38Z,2026-02-27T21:33:41Z,671,0,Go,506,293,0.5790513833992095,110,33,32256,1214
google/material-design-lite,https://github.com/google/material-design-lite,2015-01-14T22:01:33Z,2026-02-27T08:41:39Z,4062,0,HTML,2204,1814,0.823049001814882,655,14,32213,4947
0xAX/linux-insides,https://github.com/0xAX/linux-insides,2015-01-03T18:44:57Z,2026-02-27T12:08:22Z,4073,0,Python,191,163,0.8534031413612565,614,0,32203,3496
yunjey/pytorch-tutorial,https://github.com/yunjey/pytorch-tutorial,2017-03-10T07:41:47Z,2026-02-27T14:58:24Z,3276,0,Python,180,114,0.6333333333333333,28,0,32199,8278
labstack/echo,https://github.com/labstack/echo,2015-03-01T17:43:01Z,2026-02-27T12:44:43Z,4016,0,Go,1489,1441,0.9677635997313633,629,116,32191,2312
facebookresearch/fairseq,https://github.com/facebookresearch/fairseq,2017-08-29T16:26:12Z,2026-02-27T18:37:13Z,3104,0,Python,4260,3060,0.7183098591549296,236,16,32170,6667
medusajs/medusa,https://github.com/medusajs/medusa,2020-01-18T13:39:04Z,2026-02-27T22:11:01Z,2232,0,TypeScript,3650,3577,0.98,8402,146,32166,4080
The-Run-Philosophy-Organization/run,https://github.com/The-Run-Philosophy-Organization/run,2022-04-10T05:42:40Z,2026-02-27T15:38:13Z,1419,0,,261,216,0.8275862068965517,172,0,32148,2584
linera-io/linera-protocol,https://github.com/linera-io/linera-protocol,2021-12-19T04:09:21Z,2026-02-27T19:32:13Z,1531,0,Rust,1418,900,0.6346967559943583,3513,31,32141,2312
Lissy93/web-check,https://github.com/Lissy93/web-check,2023-06-25T14:32:11Z,2026-02-27T20:58:39Z,978,0,TypeScript,135,65,0.48148148148148145,53,1,32141,2534
apache/kafka,https://github.com/apache/kafka,2011-08-15T18:06:16Z,2026-02-27T19:01:40Z,5310,0,Java,0,0,,12748,0,32067,14991
frappe/erpnext,https://github.com/frappe/erpnext,2011-06-08T08:20:56Z,2026-02-27T21:07:58Z,5378,0,Python,17724,15781,0.8903746332656285,28595,1000,31974,10552
linexjlin/GPTs,https://github.com/linexjlin/GPTs,2023-11-11T03:24:16Z,2026-02-27T21:39:35Z,839,0,,31,21,0.6774193548387096,45,0,31968,4426
cockroachdb/cockroach,https://github.com/cockroachdb/cockroach,2014-02-06T00:18:47Z,2026-02-27T22:24:25Z,4404,0,Go,82175,75502,0.9187952540310313,72652,0,31964,4085
datalab-to/marker,https://github.com/datalab-to/marker,2023-10-30T20:14:08Z,2026-02-27T21:44:57Z,851,0,Python,647,324,0.500772797527048,228,71,31959,2193
lovell/sharp,https://github.com/lovell/sharp,2013-08-19T20:24:24Z,2026-02-27T19:29:08Z,4575,0,JavaScript,4027,3907,0.9702011422895456,311,107,31953,1389
ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,2021-01-02T12:08:37Z,2026-02-27T20:32:30Z,1882,0,,74,26,0.35135135135135137,3,0,31929,6897
PDFMathTranslate/PDFMathTranslate,https://github.com/PDFMathTranslate/PDFMathTranslate,2024-09-06T06:56:03Z,2026-02-27T15:14:59Z,539,0,Python,856,732,0.8551401869158879,136,24,31927,2875
hasura/graphql-engine,https://github.com/hasura/graphql-engine,2018-06-18T07:57:36Z,2026-02-27T18:14:35Z,2811,0,TypeScript,6408,4164,0.649812734082397,2110,300,31907,2853
dokku/dokku,https://github.com/dokku/dokku,2013-06-08T10:26:57Z,2026-02-27T08:47:04Z,4647,0,Shell,2844,2817,0.990506329113924,4492,317,31878,2021
NginxProxyManager/nginx-proxy-manager,https://github.com/NginxProxyManager/nginx-proxy-manager,2017-12-20T23:01:16Z,2026-02-27T21:43:48Z,2990,0,TypeScript,3179,2342,0.736709657124882,678,86,31871,3627
Trinea/android-open-project,https://github.com/Trinea/android-open-project,2014-01-05T15:20:15Z,2026-02-27T05:38:13Z,4436,0,,87,75,0.8620689655172413,204,0,31838,11886
Chanzhaoyu/chatgpt-web,https://github.com/Chanzhaoyu/chatgpt-web,2023-02-09T03:21:37Z,2026-02-27T07:55:37Z,1114,0,Vue,1746,1746,1.0,159,43,31819,10998
PostHog/posthog,https://github.com/PostHog/posthog,2020-01-23T22:46:58Z,2026-02-27T22:03:06Z,2226,0,Python,9054,6351,0.7014579191517561,34058,80,31814,2337
nicolargo/glances,https://github.com/nicolargo/glances,2011-12-04T08:49:15Z,2026-02-27T22:22:25Z,5199,0,Python,2156,2029,0.9410946196660482,771,55,31804,1688
niklasvh/html2canvas,https://github.com/niklasvh/html2canvas,2011-07-16T01:05:58Z,2026-02-27T19:03:53Z,5340,0,TypeScript,2633,1664,0.6319787314849981,186,45,31800,4883
microsoft/MS-DOS,https://github.com/microsoft/MS-DOS,2018-06-25T18:26:02Z,2026-02-27T17:56:35Z,2804,0,Assembly,0,0,,37,0,31761,4548
amix/vimrc,https://github.com/amix/vimrc,2012-05-29T16:19:29Z,2026-02-27T16:37:39Z,5022,0,Vim Script,523,510,0.9751434034416826,107,0,31708,7296
airbnb/lottie-web,https://github.com/airbnb/lottie-web,2015-02-20T21:02:59Z,2026-02-27T16:55:54Z,4025,0,JavaScript,2908,2128,0.7317744154057771,136,0,31704,2929
valinet/ExplorerPatcher,https://github.com/valinet/ExplorerPatcher,2021-08-09T14:17:24Z,2026-02-27T20:32:41Z,1663,0,C,2657,2355,0.8863379751599548,19,296,31693,1283
casey/just,https://github.com/casey/just,2016-06-17T06:08:08Z,2026-02-27T22:21:35Z,3542,0,Rust,1349,1004,0.7442550037064493,1370,131,31691,682
ReactiveX/rxjs,https://github.com/ReactiveX/rxjs,2015-03-15T06:17:10Z,2026-02-27T21:58:24Z,4002,0,TypeScript,3165,2942,0.9295418641390205,2588,2,31648,3003
vbenjs/vue-vben-admin,https://github.com/vbenjs/vue-vben-admin,2020-07-11T02:29:21Z,2026-02-27T21:17:26Z,2057,0,Vue,3890,3803,0.9776349614395887,1744,61,31612,8606
shardeum/shardeum,https://github.com/shardeum/shardeum,2024-04-16T22:37:25Z,2026-02-27T18:56:22Z,681,0,TypeScript,40,34,0.85,326,0,31574,704
facebook/rocksdb,https://github.com/facebook/rocksdb,2012-11-30T06:16:18Z,2026-02-27T19:55:23Z,4837,0,C++,3497,2650,0.7577923934801258,619,212,31570,6748
ianstormtaylor/slate,https://github.com/ianstormtaylor/slate,2016-06-18T01:52:42Z,2026-02-27T17:23:15Z,3541,0,TypeScript,3228,2547,0.7890334572490706,1978,210,31566,3333
codex-team/editor.js,https://github.com/codex-team/editor.js,2015-11-28T20:56:35Z,2026-02-27T15:30:04Z,3744,0,TypeScript,1540,937,0.6084415584415584,869,106,31559,2235
continuedev/continue,https://github.com/continuedev/continue,2023-05-24T03:39:39Z,2026-02-27T22:03:41Z,1010,0,TypeScript,5409,4488,0.8297282307265669,3871,801,31552,4203
kovidgoyal/kitty,https://github.com/kovidgoyal/kitty,2016-10-16T14:48:28Z,2026-02-27T22:03:26Z,3421,0,Python,6644,6633,0.9983443708609272,1235,132,31545,1291
numpy/numpy,https://github.com/numpy/numpy,2010-09-13T23:02:39Z,2026-02-27T22:10:29Z,5645,0,Python,13810,11717,0.8484431571325127,13892,139,31534,12098
kubernetes/minikube,https://github.com/kubernetes/minikube,2016-04-15T22:38:35Z,2026-02-27T09:54:06Z,3604,0,Go,10447,9929,0.9504163874796593,9386,154,31527,5175
conductor-oss/conductor,https://github.com/conductor-oss/conductor,2023-12-08T06:06:09Z,2026-02-27T18:19:53Z,812,0,Java,238,142,0.5966386554621849,329,32,31480,818
tinygrad/tinygrad,https://github.com/tinygrad/tinygrad,2020-10-18T16:23:12Z,2026-02-27T22:25:19Z,1958,0,Python,1083,958,0.8845798707294552,10439,14,31460,3926
thedotmack/claude-mem,https://github.com/thedotmack/claude-mem,2025-08-31T20:50:03Z,2026-02-27T22:21:41Z,180,0,TypeScript,646,618,0.9566563467492261,211,209,31452,2148
block/goose,https://github.com/block/goose,2024-08-23T19:03:36Z,2026-02-27T22:08:54Z,553,0,Rust,1777,1503,0.8458075407990996,4234,117,31438,2866
OWASP/CheatSheetSeries,https://github.com/OWASP/CheatSheetSeries,2018-12-21T14:26:43Z,2026-02-27T22:16:42Z,2625,0,Python,625,576,0.9216,1194,0,31437,4391
surrealdb/surrealdb,https://github.com/surrealdb/surrealdb,2021-12-09T15:03:29Z,2026-02-27T22:16:12Z,1541,0,Rust,2358,1777,0.7536047497879559,2586,119,31374,1150
coolsnowwolf/lede,https://github.com/coolsnowwolf/lede,2017-09-06T07:39:03Z,2026-02-27T13:15:05Z,3096,0,C,9322,8505,0.9123578631195023,2050,7,31335,19498
influxdata/influxdb,https://github.com/influxdata/influxdb,2013-09-26T14:31:10Z,2026-02-27T19:03:47Z,4537,0,Rust,14167,12117,0.8552975224112374,10937,95,31325,3700
tokio-rs/tokio,https://github.com/tokio-rs/tokio,2016-09-09T22:31:36Z,2026-02-27T20:30:43Z,3458,0,Rust,2614,2290,0.8760520275439939,3799,140,31289,2949
OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,2023-08-28T02:18:13Z,2026-02-27T21:02:36Z,914,0,Python,302,269,0.890728476821192,136,11,31266,3865
raysan5/raylib,https://github.com/raysan5/raylib,2013-10-24T15:46:04Z,2026-02-27T21:11:55Z,4509,0,C,2124,2124,1.0,2433,24,31256,2940
mathiasbynens/dotfiles,https://github.com/mathiasbynens/dotfiles,2011-09-05T18:07:54Z,2026-02-27T16:51:45Z,5289,0,Shell,393,255,0.648854961832061,44,0,31242,8611
alpinejs/alpine,https://github.com/alpinejs/alpine,2019-11-28T13:51:55Z,2026-02-27T21:36:59Z,2283,0,HTML,613,613,1.0,694,146,31239,1358
donnemartin/interactive-coding-challenges,https://github.com/donnemartin/interactive-coding-challenges,2015-04-28T21:36:39Z,2026-02-27T21:38:45Z,3958,0,Python,69,32,0.463768115942029,176,0,31201,4641
microsoft/WSL,https://github.com/microsoft/WSL,2016-04-06T17:32:56Z,2026-02-27T22:29:59Z,3614,0,C++,12062,11139,0.9234786934173437,508,97,31198,1626
parallax/jsPDF,https://github.com/parallax/jsPDF,2009-12-06T14:56:32Z,2026-02-27T19:03:57Z,5927,0,JavaScript,2586,2482,0.9597834493426141,751,41,31152,4811
microsoft/graphrag,https://github.com/microsoft/graphrag,2024-03-27T17:57:52Z,2026-02-27T22:09:45Z,702,0,Python,797,772,0.9686323713927227,718,35,31127,3278
mqyqingfeng/Blog,https://github.com/mqyqingfeng/Blog,2017-03-13T10:04:33Z,2026-02-27T14:18:20Z,3273,0,,398,101,0.2537688442211055,3,0,31105,4680
motiondivision/motion,https://github.com/motiondivision/motion,2018-11-16T09:48:38Z,2026-02-27T21:20:45Z,2660,0,TypeScript,1914,1701,0.8887147335423198,1162,0,31097,1093
SortableJS/Sortable,https://github.com/SortableJS/Sortable,2013-12-19T10:10:13Z,2026-02-27T06:58:29Z,4453,0,JavaScript,1825,1345,0.736986301369863,248,31,31018,3749
docsifyjs/docsify,https://github.com/docsifyjs/docsify,2016-11-20T07:55:43Z,2026-02-27T20:38:08Z,3386,0,JavaScript,1311,1229,0.9374523264683448,778,16,31010,5842
DevToys-app/DevToys,https://github.com/DevToys-app/DevToys,2021-09-29T01:40:41Z,2026-02-27T15:15:52Z,1612,0,C#,977,663,0.6786079836233367,501,39,31008,1712
Dokploy/dokploy,https://github.com/Dokploy/dokploy,2024-04-19T07:49:30Z,2026-02-27T22:28:51Z,679,0,TypeScript,1629,1234,0.7575199508901166,1312,145,31005,2116
tqdm/tqdm,https://github.com/tqdm/tqdm,2015-06-03T13:13:14Z,2026-02-27T08:06:36Z,3922,0,Python,1038,594,0.5722543352601156,289,133,30982,1439
fabricjs/fabric.js,https://github.com/fabricjs/fabric.js,2010-06-09T22:24:38Z,2026-02-27T19:03:59Z,5742,0,TypeScript,6205,5777,0.9310233682514102,2423,181,30961,3627
symfony/symfony,https://github.com/symfony/symfony,2010-01-04T14:21:21Z,2026-02-27T12:05:38Z,5898,0,PHP,21757,21377,0.9825343567587443,25531,600,30957,9809
MHSanaei/3x-ui,https://github.com/MHSanaei/3x-ui,2023-02-09T19:16:57Z,2026-02-27T21:29:55Z,1114,0,HTML,2674,2273,0.850037397157816,636,101,30943,5991
OAI/OpenAPI-Specification,https://github.com/OAI/OpenAPI-Specification,2014-03-03T16:53:36Z,2026-02-27T17:12:11Z,4379,0,Markdown,2410,2306,0.9568464730290457,1792,14,30918,9162
iawia002/lux,https://github.com/iawia002/lux,2018-02-24T11:29:03Z,2026-02-27T20:46:07Z,2925,0,Go,1073,548,0.51071761416589,304,86,30916,3244
pear-devs/pear-desktop,https://github.com/pear-devs/pear-desktop,2019-04-19T18:14:40Z,2026-02-27T22:10:24Z,2506,0,TypeScript,1952,1376,0.7049180327868853,1629,87,30909,1767
SagerNet/sing-box,https://github.com/SagerNet/sing-box,2022-06-30T13:27:22Z,2026-02-27T18:47:37Z,1338,0,Go,2933,2773,0.9454483464030004,188,494,30905,3616
eriklindernoren/ML-From-Scratch,https://github.com/eriklindernoren/ML-From-Scratch,2017-02-05T12:11:23Z,2026-02-27T18:33:54Z,3309,0,Python,78,37,0.47435897435897434,9,0,30904,5195
TauricResearch/TradingAgents,https://github.com/TauricResearch/TradingAgents,2024-12-28T03:31:08Z,2026-02-27T22:07:56Z,426,0,Python,193,33,0.17098445595854922,19,1,30899,5936
Lightning-AI/pytorch-lightning,https://github.com/Lightning-AI/pytorch-lightning,2019-03-31T00:45:57Z,2026-02-27T15:29:29Z,2525,0,Python,7495,6660,0.8885923949299533,9332,172,30870,3673
ascoders/weekly,https://github.com/ascoders/weekly,2017-03-20T06:10:04Z,2026-02-27T18:46:09Z,3266,0,JavaScript,369,366,0.991869918699187,136,193,30867,3284
microsoft/calculator,https://github.com/microsoft/calculator,2019-01-28T17:55:49Z,2026-02-27T18:43:17Z,2587,0,C++,1146,728,0.6352530541012217,913,0,30862,5718
containers/podman,https://github.com/containers/podman,2017-11-01T15:01:27Z,2026-02-27T22:07:45Z,3040,0,Go,10449,9541,0.9131017322231793,12187,236,30828,2995
patchy631/ai-engineering-hub,https://github.com/patchy631/ai-engineering-hub,2024-10-21T10:43:24Z,2026-02-27T21:45:59Z,494,0,Jupyter Notebook,44,14,0.3181818181818182,62,0,30825,5019
alibaba/p3c,https://github.com/alibaba/p3c,2017-06-23T06:15:51Z,2026-02-27T16:16:23Z,3171,0,Kotlin,859,698,0.8125727590221188,62,0,30825,8044
blueimp/jQuery-File-Upload,https://github.com/blueimp/jQuery-File-Upload,2010-12-01T15:35:32Z,2026-02-26T20:02:33Z,5567,1,PHP,3305,3256,0.9851739788199697,119,0,30814,7818
webtorrent/webtorrent,https://github.com/webtorrent/webtorrent,2013-10-15T08:16:40Z,2026-02-27T10:59:09Z,4518,0,JavaScript,1675,1606,0.9588059701492537,970,229,30805,2787
AMAI-GmbH/AI-Expert-Roadmap,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,2020-10-24T21:49:40Z,2026-02-27T08:16:40Z,1952,0,JavaScript,70,54,0.7714285714285715,14,0,30764,2568
XIU2/TrackersListCollection,https://github.com/XIU2/TrackersListCollection,2019-10-03T15:55:07Z,2026-02-27T17:51:10Z,2339,0,,0,0,,7,0,30680,1762
transloadit/uppy,https://github.com/transloadit/uppy,2015-11-16T12:32:33Z,2026-02-27T16:48:58Z,3756,0,TypeScript,2518,2350,0.9332803812549643,3273,392,30661,2089
ityouknow/spring-boot-examples,https://github.com/ityouknow/spring-boot-examples,2016-11-05T05:32:33Z,2026-02-27T08:01:16Z,3401,0,Java,109,99,0.908256880733945,7,0,30646,12303
seaweedfs/seaweedfs,https://github.com/seaweedfs/seaweedfs,2014-07-14T16:41:37Z,2026-02-27T21:41:49Z,4246,0,Go,3520,2897,0.8230113636363636,3638,288,30626,2730
mantinedev/mantine,https://github.com/mantinedev/mantine,2021-01-07T14:02:19Z,2026-02-27T20:29:48Z,1877,0,TypeScript,3446,3417,0.9915844457341846,1591,290,30610,2248
aristocratos/btop,https://github.com/aristocratos/btop,2021-05-06T18:40:21Z,2026-02-27T22:26:47Z,1758,0,C++,902,481,0.5332594235033259,371,54,30601,927
anthropics/prompt-eng-interactive-tutorial,https://github.com/anthropics/prompt-eng-interactive-tutorial,2024-04-02T15:52:00Z,2026-02-27T22:09:46Z,696,0,Jupyter Notebook,32,4,0.125,1,0,30577,3091
iperov/DeepFaceLive,https://github.com/iperov/DeepFaceLive,2020-12-15T12:19:22Z,2026-02-27T22:24:34Z,1900,0,Python,144,143,0.9930555555555556,13,35,30561,1131
refined-github/refined-github,https://github.com/refined-github/refined-github,2016-02-15T16:45:02Z,2026-02-27T19:19:07Z,3665,0,TypeScript,4687,4597,0.9807979517815234,3588,185,30559,1682
s0md3v/roop,https://github.com/s0md3v/roop,2023-05-28T14:37:54Z,2026-02-27T06:56:36Z,1006,0,Python,0,0,,82,6,30539,6904
layui/layui,https://github.com/layui/layui,2015-09-22T08:12:03Z,2026-02-27T08:22:18Z,3811,0,JavaScript,1450,1371,0.9455172413793104,666,171,30536,7423
blakeblackshear/frigate,https://github.com/blakeblackshear/frigate,2019-01-26T13:52:38Z,2026-02-27T22:25:19Z,2589,0,TypeScript,5871,5779,0.9843297564299097,3706,81,30514,2868
dgtlmoon/changedetection.io,https://github.com/dgtlmoon/changedetection.io,2021-01-27T16:03:30Z,2026-02-27T21:19:33Z,1857,0,Python,1611,1317,0.8175046554934823,1044,201,30383,1696
VincentGarreau/particles.js,https://github.com/VincentGarreau/particles.js,2014-09-06T14:29:47Z,2026-02-27T16:12:48Z,4192,0,JavaScript,412,107,0.25970873786407767,21,6,30343,4845
sequelize/sequelize,https://github.com/sequelize/sequelize,2010-07-22T07:11:11Z,2026-02-27T20:35:01Z,5699,0,TypeScript,10422,9519,0.91335636154289,5019,489,30343,4325
chinabugotech/hutool,https://github.com/chinabugotech/hutool,2014-04-13T07:23:51Z,2026-02-27T17:58:07Z,4338,0,Java,3090,3088,0.9993527508090615,514,156,30331,7667
trailofbits/algo,https://github.com/trailofbits/algo,2016-05-15T03:42:48Z,2026-02-27T18:10:34Z,3575,0,Python,1650,1584,0.96,685,4,30314,2363
herrbischoff/awesome-macos-command-line,https://github.com/herrbischoff/awesome-macos-command-line,2015-09-22T19:37:55Z,2026-02-27T18:46:13Z,3811,0,,0,0,,104,0,30294,1437
pmndrs/react-three-fiber,https://github.com/pmndrs/react-three-fiber,2019-02-25T14:31:51Z,2026-02-27T17:03:46Z,2559,0,TypeScript,1171,1166,0.9957301451750641,689,131,30289,1778
VSCodium/vscodium,https://github.com/VSCodium/vscodium,2018-08-13T14:26:58Z,2026-02-27T19:12:48Z,2755,0,Shell,1636,1501,0.9174816625916871,621,263,30289,1568
Binaryify/NeteaseCloudMusicApi,https://github.com/Binaryify/NeteaseCloudMusicApi,2016-06-22T11:58:03Z,2026-02-27T07:25:26Z,3537,0,,1336,1189,0.8899700598802395,292,0,30289,15763
tatsu-lab/stanford_alpaca,https://github.com/tatsu-lab/stanford_alpaca,2023-03-10T23:33:09Z,2026-02-27T19:08:08Z,1084,0,Python,268,98,0.3656716417910448,6,0,30272,4009
facebook/folly,https://github.com/facebook/folly,2012-06-01T20:49:04Z,2026-02-27T18:19:03Z,5019,0,C++,1248,942,0.7548076923076923,13,279,30264,5853
ValveSoftware/Proton,https://github.com/ValveSoftware/Proton,2018-03-13T18:45:27Z,2026-02-27T22:07:16Z,2908,0,C++,9013,4044,0.4486852324420282,13,76,30263,1330
joshbuchea/HEAD,https://github.com/joshbuchea/HEAD,2016-04-20T20:05:37Z,2026-02-26T21:55:58Z,3600,1,,93,73,0.7849462365591398,87,0,30241,1929
jobbole/awesome-python-cn,https://github.com/jobbole/awesome-python-cn,2015-11-03T09:50:50Z,2026-02-27T15:34:15Z,3769,0,Makefile,33,18,0.5454545454545454,51,0,30231,7982
cfenollosa/os-tutorial,https://github.com/cfenollosa/os-tutorial,2014-09-29T08:39:34Z,2026-02-27T20:46:00Z,4169,0,C,182,106,0.5824175824175825,11,0,30189,3534
AvaloniaUI/Avalonia,https://github.com/AvaloniaUI/Avalonia,2013-12-05T20:13:21Z,2026-02-27T20:22:04Z,4467,0,C#,8303,6456,0.77755028303023,5625,119,30138,2619
cheeriojs/cheerio,https://github.com/cheeriojs/cheerio,2011-10-09T04:23:20Z,2026-02-27T11:44:25Z,5255,0,TypeScript,1231,1210,0.9829406986190089,3113,62,30131,1685
spf13/viper,https://github.com/spf13/viper,2014-04-02T14:33:33Z,2026-02-27T21:11:28Z,4349,0,Go,931,923,0.99140708915145,520,35,30129,2097
openai/openai-python,https://github.com/openai/openai-python,2020-10-25T23:23:54Z,2026-02-27T22:18:35Z,1950,0,Python,1198,1041,0.8689482470784641,1051,367,30097,4576
dragonflydb/dragonfly,https://github.com/dragonflydb/dragonfly,2021-12-11T10:00:42Z,2026-02-27T21:03:18Z,1539,0,C++,2101,1842,0.8767253688719657,3951,114,30080,1152
grafana/k6,https://github.com/grafana/k6,2016-03-21T15:30:24Z,2026-02-27T22:31:04Z,3630,0,Go,2562,1834,0.7158469945355191,2456,85,30009,1502
sunface/rust-course,https://github.com/sunface/rust-course,2018-08-07T05:01:21Z,2026-02-27T14:12:27Z,2761,0,Rust,219,154,0.7031963470319634,811,0,29995,2552
telegramdesktop/tdesktop,https://github.com/telegramdesktop/tdesktop,2014-05-02T12:36:31Z,2026-02-27T20:02:23Z,4319,0,C++,15743,14850,0.9432763768023884,1834,827,29987,6333
waydabber/BetterDisplay,https://github.com/waydabber/BetterDisplay,2021-10-24T08:32:56Z,2026-02-27T21:39:46Z,1587,0,,2977,2806,0.9425596237823312,2,118,29985,551
jumpserver/jumpserver,https://github.com/jumpserver/jumpserver,2014-07-04T03:54:59Z,2026-02-27T17:35:12Z,4256,0,Python,7638,7576,0.9918826918041372,7864,263,29950,5668
xuxueli/xxl-job,https://github.com/xuxueli/xxl-job,2015-11-28T12:59:34Z,2026-02-27T15:20:32Z,3744,0,Java,3337,3164,0.948157027270003,124,42,29932,11450
StevenBlack/hosts,https://github.com/StevenBlack/hosts,2012-04-12T20:22:50Z,2026-02-27T20:40:50Z,5069,0,Python,2202,2072,0.9409627611262489,506,831,29908,2392
encode/django-rest-framework,https://github.com/encode/django-rest-framework,2011-03-02T17:13:56Z,2026-02-27T20:28:23Z,5476,0,Python,3946,3906,0.9898631525595539,3101,21,29905,7073
square/leakcanary,https://github.com/square/leakcanary,2015-04-29T23:54:16Z,2026-02-27T21:04:10Z,3956,0,Kotlin,1655,1514,0.9148036253776435,931,43,29900,3982
songquanpeng/one-api,https://github.com/songquanpeng/one-api,2023-04-22T12:39:24Z,2026-02-27T21:53:55Z,1042,0,JavaScript,1796,896,0.49888641425389757,287,55,29898,5735
vercel/turborepo,https://github.com/vercel/turborepo,2021-10-05T17:37:11Z,2026-02-27T22:25:24Z,1606,0,Rust,2048,1922,0.9384765625,7063,660,29897,2269
AllThingsSmitty/css-protips,https://github.com/AllThingsSmitty/css-protips,2015-08-29T12:29:03Z,2026-02-27T19:00:19Z,3835,0,,63,62,0.9841269841269841,73,0,29882,2205
ageron/handson-ml2,https://github.com/ageron/handson-ml2,2019-01-08T03:49:07Z,2026-02-27T09:17:32Z,2607,0,Jupyter Notebook,518,304,0.5868725868725869,65,0,29870,13242
google-research/tuning_playbook,https://github.com/google-research/tuning_playbook,2023-01-18T23:32:32Z,2026-02-27T16:32:17Z,1135,0,,45,34,0.7555555555555555,14,0,29868,2420
kingToolbox/WindTerm,https://github.com/kingToolbox/WindTerm,2019-10-09T19:56:09Z,2026-02-27T19:29:21Z,2333,0,C,2909,585,0.20110003437607427,1,32,29865,2292
GoogleChrome/lighthouse,https://github.com/GoogleChrome/lighthouse,2016-03-08T01:03:11Z,2026-02-27T20:48:40Z,3643,0,JavaScript,9257,8768,0.9471751107270174,5561,130,29862,9674
apolloconfig/apollo,https://github.com/apolloconfig/apollo,2016-03-04T10:24:23Z,2026-02-27T13:05:56Z,3647,0,Java,3396,3258,0.9593639575971732,1498,42,29779,10215
foundation/foundation-sites,https://github.com/foundation/foundation-sites,2011-10-13T23:05:42Z,2026-02-27T16:56:26Z,5250,0,HTML,8240,8179,0.9925970873786408,2958,79,29762,5407
hashicorp/consul,https://github.com/hashicorp/consul,2013-11-04T22:15:27Z,2026-02-27T13:54:58Z,4498,0,Go,5578,4284,0.7680172104697024,14139,258,29760,4570
JushBJJ/Mr.-Ranedeer-AI-Tutor,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,2023-03-31T12:37:26Z,2026-02-27T13:37:47Z,1064,0,,48,34,0.7083333333333334,0,3,29693,3350
iced-rs/iced,https://github.com/iced-rs/iced,2019-07-15T22:34:46Z,2026-02-27T19:26:52Z,2418,0,Rust,1306,960,0.7350689127105666,1158,18,29663,1508
openssl/openssl,https://github.com/openssl/openssl,2013-01-15T22:34:48Z,2026-02-27T21:24:58Z,4790,0,C,11156,9953,0.8921656507708856,145,297,29641,11069
vuejs/vue-cli,https://github.com/vuejs/vue-cli,2015-12-26T23:11:20Z,2026-02-26T13:19:37Z,3715,1,JavaScript,5501,4564,0.8296673332121433,1259,178,29639,6282
sampotts/plyr,https://github.com/sampotts/plyr,2015-02-14T11:33:07Z,2026-02-27T18:14:20Z,4031,0,JavaScript,2116,1225,0.5789224952741021,393,93,29616,3127
alibaba/canal,https://github.com/alibaba/canal,2013-01-13T10:59:52Z,2026-02-27T19:30:24Z,4793,0,Java,4785,3614,0.7552769070010449,479,32,29613,7671
aosabook/500lines,https://github.com/aosabook/500lines,2013-11-04T02:02:53Z,2026-02-27T02:04:48Z,4498,0,JavaScript,70,41,0.5857142857142857,175,0,29597,5856
nvim-lua/kickstart.nvim,https://github.com/nvim-lua/kickstart.nvim,2022-06-24T03:11:24Z,2026-02-27T21:29:04Z,1344,0,Lua,664,624,0.9397590361445783,265,0,29595,44614
wshobson/agents,https://github.com/wshobson/agents,2025-07-24T23:28:14Z,2026-02-27T22:05:11Z,217,0,Python,54,53,0.9814814814814815,53,0,29574,3235
qarmin/czkawka,https://github.com/qarmin/czkawka,2020-09-01T17:37:29Z,2026-02-27T22:13:05Z,2005,0,Rust,1105,692,0.6262443438914027,468,40,29556,981
helm/helm,https://github.com/helm/helm,2015-10-06T01:07:32Z,2026-02-27T16:21:08Z,3797,0,Go,8358,8094,0.968413496051687,4433,237,29553,7501
